Transit_ID,Shipment_ID,Route_ID,Carrier_ID,Route_Type,Num_Transshipments,Std_Transit_Days,Actual_Transit_Days,Delay_Days,Sailing_Days,Port_Waiting_Days,Customs_Clearance_Days,Transshipment_Wait_Days,Primary_Bottleneck,Transit_Efficiency_Pct,On_Time,Congestion_Score
TRN0000228,SHP0000228,RTE0032,CAR010,Transshipment,1,30,30,0,22,4,3,1,None,100.0,Yes,4.3
TRN0000229,SHP0000229,RTE0054,CAR002,Transshipment,1,42,42,0,33,3,4,2,None,100.0,Yes,6.6
TRN0000230,SHP0000230,RTE0028,CAR009,Transshipment,1,28,36,8,24,8,3,1,None,77.8,No,1.3
TRN0000231,SHP0000231,RTE0045,CAR005,Direct,0,27,27,0,26,0,1,0,None,100.0,Yes,1.8
TRN0000232,SHP0000232,RTE0025,CAR010,Direct,0,18,27,9,19,5,3,0,Equipment Shortage,66.7,No,1.1
TRN0000233,SHP0000233,RTE0006,CAR006,Transshipment,1,34,34,0,27,3,2,2,None,100.0,Yes,2.5
TRN0000234,SHP0000234,RTE0051,CAR010,Direct,0,21,21,0,13,4,4,0,None,100.0,Yes,7.5
TRN0000235,SHP0000235,RTE0047,CAR001,Direct,0,23,23,0,18,2,3,0,None,100.0,Yes,5.7
TRN0000236,SHP0000236,RTE0053,CAR009,Direct,0,32,32,0,27,2,3,0,None,100.0,Yes,9.8
TRN0000237,SHP0000237,RTE0016,CAR005,Transshipment,2,26,26,0,17,3,4,2,None,100.0,Yes,9.1
TRN0000238,SHP0000238,RTE0037,CAR010,Direct,0,19,19,0,14,3,2,0,None,100.0,Yes,3.1
TRN0000239,SHP0000239,RTE0009,CAR003,Direct,0,30,37,7,28,5,4,0,None,81.1,No,6.2
TRN0000240,SHP0000240,RTE0011,CAR006,Direct,0,15,15,0,9,4,2,0,None,100.0,Yes,5.0
TRN0000241,SHP0000241,RTE0005,CAR003,Direct,0,23,23,0,19,0,4,0,None,100.0,Yes,7.5
TRN0000242,SHP0000242,RTE0024,CAR001,Transshipment,1,33,33,0,30,0,1,2,None,100.0,Yes,6.3
TRN0000243,SHP0000243,RTE0034,CAR010,Transshipment,1,27,29,2,21,5,1,2,Equipment Shortage,93.1,No,1.0
TRN0000244,SHP0000244,RTE0043,CAR003,Direct,0,30,36,6,31,4,1,0,Equipment Shortage,83.3,No,4.1
TRN0000245,SHP0000245,RTE0048,CAR001,Transshipment,1,31,31,0,26,3,1,1,None,100.0,Yes,5.8
TRN0000246,SHP0000246,RTE0003,CAR002,Direct,0,20,20,0,12,4,4,0,None,100.0,Yes,6.7
TRN0000247,SHP0000247,RTE0009,CAR004,Direct,0,30,30,0,23,3,4,0,None,100.0,Yes,1.1
TRN0000248,SHP0000248,RTE0054,CAR002,Transshipment,1,42,42,0,33,4,4,1,None,100.0,Yes,4.2
TRN0000249,SHP0000249,RTE0034,CAR004,Transshipment,1,27,27,0,19,3,4,1,None,100.0,Yes,9.2
TRN0000250,SHP0000250,RTE0044,CAR002,Transshipment,2,42,45,3,40,1,2,2,None,93.3,No,1.5
TRN0000251,SHP0000251,RTE0017,CAR008,Direct,0,31,31,0,24,4,3,0,None,100.0,Yes,4.5
TRN0000252,SHP0000252,RTE0056,CAR001,Transshipment,2,28,28,0,19,1,4,4,None,100.0,Yes,8.5
TRN0000253,SHP0000253,RTE0023,CAR006,Direct,0,21,21,0,18,2,1,0,None,100.0,Yes,1.2
TRN0000254,SHP0000254,RTE0051,CAR003,Direct,0,21,21,0,17,1,3,0,None,100.0,Yes,6.2
TRN0000255,SHP0000255,RTE0029,CAR003,Direct,0,30,30,0,27,0,3,0,None,100.0,Yes,6.7
TRN0000256,SHP0000256,RTE0003,CAR002,Direct,0,20,20,0,14,2,4,0,None,100.0,Yes,3.2
TRN0000257,SHP0000257,RTE0021,CAR009,Direct,0,24,24,0,20,1,3,0,None,100.0,Yes,3.2
TRN0000258,SHP0000258,RTE0057,CAR010,Direct,0,29,40,11,28,9,3,0,None,72.5,No,8.4
TRN0000259,SHP0000259,RTE0022,CAR005,Transshipment,1,36,36,0,28,3,3,2,None,100.0,Yes,5.1
TRN0000260,SHP0000260,RTE0029,CAR002,Direct,0,30,30,0,25,1,4,0,None,100.0,Yes,6.0
TRN0000261,SHP0000261,RTE0001,CAR002,Direct,0,24,24,0,20,2,2,0,None,100.0,Yes,1.7
TRN0000262,SHP0000262,RTE0055,CAR008,Direct,0,18,18,0,14,1,3,0,None,100.0,Yes,6.0
TRN0000263,SHP0000263,RTE0042,CAR005,Transshipment,2,30,30,0,20,2,4,4,None,100.0,Yes,8.1
TRN0000264,SHP0000264,RTE0027,CAR002,Direct,0,20,20,0,19,0,1,0,None,100.0,Yes,5.4
TRN0000265,SHP0000265,RTE0028,CAR001,Transshipment,1,28,41,13,30,7,2,2,None,68.3,No,6.3
TRN0000266,SHP0000266,RTE0035,CAR007,Direct,0,25,25,0,21,1,3,0,None,100.0,Yes,7.2
TRN0000267,SHP0000267,RTE0039,CAR006,Direct,0,29,36,7,29,5,2,0,None,80.6,No,8.1
TRN0000268,SHP0000268,RTE0028,CAR010,Transshipment,1,28,33,5,22,5,3,3,None,84.8,No,8.9
TRN0000269,SHP0000269,RTE0043,CAR006,Direct,0,30,30,0,25,4,1,0,None,100.0,Yes,1.5
TRN0000270,SHP0000270,RTE0035,CAR008,Direct,0,25,25,0,21,1,3,0,None,100.0,Yes,1.3
TRN0000271,SHP0000271,RTE0010,CAR001,Transshipment,1,37,37,0,33,0,1,3,None,100.0,Yes,3.4
TRN0000272,SHP0000272,RTE0019,CAR004,Direct,0,28,34,6,28,5,1,0,Customs Delay,82.4,No,3.5
TRN0000273,SHP0000273,RTE0051,CAR005,Direct,0,21,21,0,15,3,3,0,None,100.0,Yes,9.0
TRN0000274,SHP0000274,RTE0040,CAR008,Transshipment,1,33,33,0,28,1,3,1,None,100.0,Yes,7.4
TRN0000275,SHP0000275,RTE0005,CAR003,Direct,0,23,23,0,18,1,4,0,None,100.0,Yes,7.3
TRN0000276,SHP0000276,RTE0017,CAR001,Direct,0,31,43,12,33,7,3,0,None,72.1,No,1.6
TRN0000277,SHP0000277,RTE0053,CAR005,Direct,0,32,34,2,28,4,2,0,Transshipment Delay,94.1,No,3.4
TRN0000278,SHP0000278,RTE0027,CAR009,Direct,0,20,20,0,13,4,3,0,None,100.0,Yes,1.2
TRN0000279,SHP0000279,RTE0039,CAR009,Direct,0,29,29,0,26,1,2,0,None,100.0,Yes,9.0
TRN0000280,SHP0000280,RTE0058,CAR006,Transshipment,2,37,37,0,30,0,1,6,None,100.0,Yes,6.4
TRN0000281,SHP0000281,RTE0031,CAR001,Direct,0,20,20,0,12,4,4,0,None,100.0,Yes,5.0
TRN0000282,SHP0000282,RTE0044,CAR004,Transshipment,2,42,42,0,30,4,2,6,None,100.0,Yes,4.4
TRN0000283,SHP0000283,RTE0003,CAR002,Direct,0,20,23,3,16,5,2,0,None,87.0,No,3.0
TRN0000284,SHP0000284,RTE0025,CAR007,Direct,0,18,18,0,13,4,1,0,None,100.0,Yes,1.9
TRN0000285,SHP0000285,RTE0045,CAR002,Direct,0,27,27,0,22,4,1,0,None,100.0,Yes,1.8
TRN0000286,SHP0000286,RTE0025,CAR001,Direct,0,18,18,0,14,3,1,0,None,100.0,Yes,2.8
TRN0000287,SHP0000287,RTE0051,CAR006,Direct,0,21,21,0,19,1,1,0,None,100.0,Yes,8.3
TRN0000288,SHP0000288,RTE0014,CAR006,Transshipment,1,22,22,0,16,2,3,1,None,100.0,Yes,5.8
TRN0000289,SHP0000289,RTE0013,CAR002,Direct,0,17,31,14,19,8,4,0,Equipment Shortage,54.8,No,8.2
TRN0000290,SHP0000290,RTE0014,CAR010,Transshipment,1,22,22,0,15,3,1,3,None,100.0,Yes,2.6
TRN0000291,SHP0000291,RTE0032,CAR008,Transshipment,1,30,30,0,27,0,2,1,None,100.0,Yes,3.0
TRN0000292,SHP0000292,RTE0022,CAR004,Transshipment,1,36,41,5,36,3,1,1,Port Congestion,87.8,No,6.2
TRN0000293,SHP0000293,RTE0036,CAR002,Transshipment,2,32,32,0,19,3,4,6,None,100.0,Yes,9.8
TRN0000294,SHP0000294,RTE0047,CAR002,Direct,0,23,23,0,16,3,4,0,None,100.0,Yes,8.0
TRN0000295,SHP0000295,RTE0018,CAR009,Transshipment,1,42,53,11,41,6,4,2,None,79.2,No,7.9
TRN0000296,SHP0000296,RTE0005,CAR007,Direct,0,23,23,0,16,3,4,0,None,100.0,Yes,4.2
TRN0000297,SHP0000297,RTE0038,CAR003,Transshipment,2,27,27,0,16,2,3,6,None,100.0,Yes,9.0
TRN0000298,SHP0000298,RTE0014,CAR009,Transshipment,1,22,30,8,20,6,1,3,Weather Delay,73.3,No,4.0
TRN0000299,SHP0000299,RTE0048,CAR005,Transshipment,1,31,31,0,25,2,2,2,None,100.0,Yes,7.9
TRN0000300,SHP0000300,RTE0015,CAR009,Direct,0,21,35,14,27,7,1,0,Customs Delay,60.0,No,4.4
TRN0000301,SHP0000301,RTE0015,CAR002,Direct,0,21,21,0,17,1,3,0,None,100.0,Yes,2.8
TRN0000302,SHP0000302,RTE0021,CAR002,Direct,0,24,24,0,22,0,2,0,None,100.0,Yes,7.2
TRN0000303,SHP0000303,RTE0011,CAR003,Direct,0,15,16,1,14,0,2,0,Weather Delay,93.8,No,7.1
TRN0000304,SHP0000304,RTE0037,CAR001,Direct,0,19,19,0,16,0,3,0,None,100.0,Yes,5.7
TRN0000305,SHP0000305,RTE0009,CAR010,Direct,0,30,30,0,27,2,1,0,None,100.0,Yes,1.2
TRN0000306,SHP0000306,RTE0026,CAR007,Transshipment,1,29,29,0,22,3,3,1,None,100.0,Yes,4.9
TRN0000307,SHP0000307,RTE0039,CAR010,Direct,0,29,38,9,30,4,4,0,None,76.3,No,3.5
TRN0000308,SHP0000308,RTE0049,CAR007,Direct,0,28,34,6,28,5,1,0,Customs Delay,82.4,No,8.4
TRN0000309,SHP0000309,RTE0059,CAR010,Direct,0,24,24,0,18,2,4,0,None,100.0,Yes,2.4
TRN0000310,SHP0000310,RTE0013,CAR001,Direct,0,17,17,0,11,3,3,0,None,100.0,Yes,9.9
TRN0000311,SHP0000311,RTE0024,CAR002,Transshipment,1,33,33,0,27,2,2,2,None,100.0,Yes,7.3
TRN0000312,SHP0000312,RTE0044,CAR007,Transshipment,2,42,42,0,32,4,4,2,None,100.0,Yes,1.5
TRN0000313,SHP0000313,RTE0019,CAR010,Direct,0,28,28,0,21,4,3,0,None,100.0,Yes,4.9
TRN0000314,SHP0000314,RTE0051,CAR006,Direct,0,21,21,0,15,2,4,0,None,100.0,Yes,4.1
TRN0000315,SHP0000315,RTE0005,CAR005,Direct,0,23,23,0,21,0,2,0,None,100.0,Yes,7.7
TRN0000316,SHP0000316,RTE0003,CAR003,Direct,0,20,20,0,16,2,2,0,None,100.0,Yes,5.2
TRN0000317,SHP0000317,RTE0045,CAR004,Direct,0,27,27,0,25,0,2,0,None,100.0,Yes,5.9
TRN0000318,SHP0000318,RTE0023,CAR007,Direct,0,21,21,0,14,4,3,0,None,100.0,Yes,9.9
TRN0000319,SHP0000319,RTE0037,CAR006,Direct,0,19,19,0,14,4,1,0,None,100.0,Yes,7.0
TRN0000320,SHP0000320,RTE0034,CAR002,Transshipment,1,27,27,0,17,4,3,3,None,100.0,Yes,4.2
TRN0000321,SHP0000321,RTE0045,CAR008,Direct,0,27,27,0,23,0,4,0,None,100.0,Yes,7.5
TRN0000322,SHP0000322,RTE0017,CAR002,Direct,0,31,31,0,26,4,1,0,None,100.0,Yes,7.4
TRN0000323,SHP0000323,RTE0017,CAR004,Direct,0,31,31,0,24,4,3,0,None,100.0,Yes,8.5
TRN0000324,SHP0000324,RTE0058,CAR010,Transshipment,2,37,37,0,27,3,3,4,None,100.0,Yes,4.9
TRN0000325,SHP0000325,RTE0013,CAR004,Direct,0,17,17,0,13,2,2,0,None,100.0,Yes,8.4
TRN0000326,SHP0000326,RTE0039,CAR001,Direct,0,29,29,0,28,0,1,0,None,100.0,Yes,1.7
TRN0000327,SHP0000327,RTE0049,CAR009,Direct,0,28,32,4,26,3,3,0,None,87.5,No,9.8
TRN0000328,SHP0000328,RTE0024,CAR007,Transshipment,1,33,41,8,29,7,3,2,None,80.5,No,3.3
TRN0000329,SHP0000329,RTE0008,CAR006,Transshipment,1,30,30,0,26,0,1,3,None,100.0,Yes,6.3
TRN0000330,SHP0000330,RTE0028,CAR004,Transshipment,1,28,34,6,23,7,3,1,None,82.4,No,2.1
TRN0000331,SHP0000331,RTE0053,CAR002,Direct,0,32,32,0,26,2,4,0,None,100.0,Yes,9.4
TRN0000332,SHP0000332,RTE0031,CAR001,Direct,0,20,20,0,14,4,2,0,None,100.0,Yes,5.4
TRN0000333,SHP0000333,RTE0037,CAR001,Direct,0,19,19,0,16,2,1,0,None,100.0,Yes,2.2
TRN0000334,SHP0000334,RTE0024,CAR006,Transshipment,1,33,33,0,27,4,1,1,None,100.0,Yes,8.2
TRN0000335,SHP0000335,RTE0035,CAR003,Direct,0,25,25,0,22,2,1,0,None,100.0,Yes,5.4
TRN0000336,SHP0000336,RTE0042,CAR003,Transshipment,2,30,30,0,24,0,4,2,None,100.0,Yes,3.4
TRN0000337,SHP0000337,RTE0022,CAR005,Transshipment,1,36,36,0,29,3,1,3,None,100.0,Yes,3.2
TRN0000338,SHP0000338,RTE0011,CAR003,Direct,0,15,15,0,11,3,1,0,None,100.0,Yes,7.0
TRN0000339,SHP0000339,RTE0060,CAR008,Transshipment,1,31,32,1,24,3,2,3,Port Congestion,96.9,No,7.7
TRN0000340,SHP0000340,RTE0057,CAR007,Direct,0,29,29,0,23,3,3,0,None,100.0,Yes,5.3
TRN0000341,SHP0000341,RTE0044,CAR006,Transshipment,2,42,50,8,36,7,3,4,Transshipment Delay,84.0,No,6.8
TRN0000342,SHP0000342,RTE0011,CAR010,Direct,0,15,15,0,9,4,2,0,None,100.0,Yes,7.8
TRN0000343,SHP0000343,RTE0036,CAR004,Transshipment,2,32,32,0,19,3,4,6,None,100.0,Yes,9.1
TRN0000344,SHP0000344,RTE0055,CAR003,Direct,0,18,18,0,15,2,1,0,None,100.0,Yes,7.1
TRN0000345,SHP0000345,RTE0039,CAR004,Direct,0,29,29,0,22,3,4,0,None,100.0,Yes,9.4
TRN0000346,SHP0000346,RTE0025,CAR007,Direct,0,18,18,0,15,0,3,0,None,100.0,Yes,7.7
TRN0000347,SHP0000347,RTE0051,CAR005,Direct,0,21,21,0,18,0,3,0,None,100.0,Yes,8.5
TRN0000348,SHP0000348,RTE0040,CAR008,Transshipment,1,33,33,0,27,3,1,2,None,100.0,Yes,4.7
TRN0000349,SHP0000349,RTE0030,CAR001,Transshipment,1,35,35,0,27,4,3,1,None,100.0,Yes,6.1
TRN0000350,SHP0000350,RTE0023,CAR008,Direct,0,21,21,0,16,3,2,0,None,100.0,Yes,3.3
TRN0000351,SHP0000351,RTE0013,CAR005,Direct,0,17,19,2,13,3,3,0,Port Congestion,89.5,No,2.1
TRN0000352,SHP0000352,RTE0007,CAR009,Direct,0,22,22,0,18,3,1,0,None,100.0,Yes,3.0
TRN0000353,SHP0000353,RTE0007,CAR005,Direct,0,22,22,0,15,4,3,0,None,100.0,Yes,9.9
TRN0000354,SHP0000354,RTE0012,CAR005,Transshipment,2,21,28,7,17,4,3,4,Transshipment Delay,75.0,No,9.4
TRN0000355,SHP0000355,RTE0015,CAR003,Direct,0,21,21,0,15,4,2,0,None,100.0,Yes,4.6
TRN0000356,SHP0000356,RTE0009,CAR008,Direct,0,30,39,9,33,4,2,0,None,76.9,No,9.5
TRN0000357,SHP0000357,RTE0058,CAR001,Transshipment,2,37,37,0,24,3,4,6,None,100.0,Yes,9.0
TRN0000358,SHP0000358,RTE0030,CAR005,Transshipment,1,35,35,0,24,4,4,3,None,100.0,Yes,5.4
TRN0000359,SHP0000359,RTE0042,CAR009,Transshipment,2,30,30,0,18,2,4,6,None,100.0,Yes,7.8
TRN0000360,SHP0000360,RTE0035,CAR007,Direct,0,25,25,0,17,4,4,0,None,100.0,Yes,2.8
TRN0000361,SHP0000361,RTE0007,CAR002,Direct,0,22,23,1,21,1,1,0,None,95.7,No,2.5
TRN0000362,SHP0000362,RTE0038,CAR007,Transshipment,2,27,27,0,18,0,3,6,None,100.0,Yes,2.8
TRN0000363,SHP0000363,RTE0001,CAR004,Direct,0,24,39,15,28,8,3,0,Transshipment Delay,61.5,No,7.6
TRN0000364,SHP0000364,RTE0053,CAR006,Direct,0,32,32,0,26,3,3,0,None,100.0,Yes,3.1
TRN0000365,SHP0000365,RTE0034,CAR002,Transshipment,1,27,27,0,23,0,2,2,None,100.0,Yes,3.5
TRN0000366,SHP0000366,RTE0048,CAR009,Transshipment,1,31,31,0,25,4,1,1,None,100.0,Yes,5.4
TRN0000367,SHP0000367,RTE0026,CAR009,Transshipment,1,29,38,9,30,4,1,3,Weather Delay,76.3,No,8.4
TRN0000368,SHP0000368,RTE0041,CAR007,Direct,0,22,22,0,17,3,2,0,None,100.0,Yes,10.0
TRN0000369,SHP0000369,RTE0030,CAR008,Transshipment,1,35,35,0,29,0,3,3,None,100.0,Yes,4.1
TRN0000370,SHP0000370,RTE0001,CAR005,Direct,0,24,24,0,20,3,1,0,None,100.0,Yes,8.1
TRN0000371,SHP0000371,RTE0007,CAR001,Direct,0,22,22,0,19,1,2,0,None,100.0,Yes,4.7
TRN0000372,SHP0000372,RTE0038,CAR007,Transshipment,2,27,27,0,17,2,4,4,None,100.0,Yes,2.9
TRN0000373,SHP0000373,RTE0037,CAR002,Direct,0,19,19,0,13,2,4,0,None,100.0,Yes,4.4
TRN0000374,SHP0000374,RTE0058,CAR007,Transshipment,2,37,51,14,38,8,3,2,Equipment Shortage,72.5,No,1.0
TRN0000375,SHP0000375,RTE0038,CAR003,Transshipment,2,27,27,0,18,2,1,6,None,100.0,Yes,1.3
TRN0000376,SHP0000376,RTE0028,CAR005,Transshipment,1,28,28,0,22,1,4,1,None,100.0,Yes,1.2
TRN0000377,SHP0000377,RTE0034,CAR007,Transshipment,1,27,27,0,20,1,3,3,None,100.0,Yes,2.6
TRN0000378,SHP0000378,RTE0040,CAR009,Transshipment,1,33,33,0,24,3,3,3,None,100.0,Yes,9.9
TRN0000379,SHP0000379,RTE0023,CAR006,Direct,0,21,21,0,17,1,3,0,None,100.0,Yes,7.2
TRN0000380,SHP0000380,RTE0029,CAR010,Direct,0,30,31,1,25,2,4,0,Weather Delay,96.8,No,2.0
TRN0000381,SHP0000381,RTE0040,CAR003,Transshipment,1,33,33,0,26,4,2,1,None,100.0,Yes,9.7
TRN0000382,SHP0000382,RTE0036,CAR004,Transshipment,2,32,32,0,21,4,1,6,None,100.0,Yes,8.6
TRN0000383,SHP0000383,RTE0033,CAR001,Direct,0,22,22,0,15,4,3,0,None,100.0,Yes,7.0
TRN0000384,SHP0000384,RTE0026,CAR005,Transshipment,1,29,29,0,21,3,2,3,None,100.0,Yes,1.6
TRN0000385,SHP0000385,RTE0057,CAR006,Direct,0,29,29,0,25,2,2,0,None,100.0,Yes,9.7
TRN0000386,SHP0000386,RTE0019,CAR006,Direct,0,28,28,0,27,0,1,0,None,100.0,Yes,6.9
TRN0000387,SHP0000387,RTE0033,CAR005,Direct,0,22,22,0,20,1,1,0,None,100.0,Yes,5.4
TRN0000388,SHP0000388,RTE0043,CAR003,Direct,0,30,39,9,30,5,4,0,Port Congestion,76.9,No,4.5
TRN0000389,SHP0000389,RTE0059,CAR010,Direct,0,24,24,0,19,1,4,0,None,100.0,Yes,7.5
TRN0000390,SHP0000390,RTE0046,CAR009,Transshipment,1,35,50,15,35,10,2,3,Equipment Shortage,70.0,No,1.7
TRN0000391,SHP0000391,RTE0007,CAR003,Direct,0,22,22,0,19,1,2,0,None,100.0,Yes,9.6
TRN0000392,SHP0000392,RTE0057,CAR005,Direct,0,29,29,0,24,2,3,0,None,100.0,Yes,1.1
TRN0000393,SHP0000393,RTE0039,CAR004,Direct,0,29,29,0,24,1,4,0,None,100.0,Yes,1.4
TRN0000394,SHP0000394,RTE0011,CAR007,Direct,0,15,15,0,11,1,3,0,None,100.0,Yes,8.5
TRN0000395,SHP0000395,RTE0015,CAR004,Direct,0,21,21,0,15,3,3,0,None,100.0,Yes,4.1
TRN0000396,SHP0000396,RTE0027,CAR007,Direct,0,20,20,0,18,1,1,0,None,100.0,Yes,2.8
TRN0000397,SHP0000397,RTE0035,CAR009,Direct,0,25,25,0,20,2,3,0,None,100.0,Yes,8.6
TRN0000398,SHP0000398,RTE0003,CAR009,Direct,0,20,20,0,14,3,3,0,None,100.0,Yes,5.1
TRN0000399,SHP0000399,RTE0054,CAR005,Transshipment,1,42,42,0,38,0,3,1,None,100.0,Yes,8.3
TRN0000400,SHP0000400,RTE0047,CAR009,Direct,0,23,23,0,21,1,1,0,None,100.0,Yes,4.6
TRN0000401,SHP0000401,RTE0030,CAR010,Transshipment,1,35,35,0,29,3,1,2,None,100.0,Yes,8.1
TRN0000402,SHP0000402,RTE0041,CAR006,Direct,0,22,22,0,17,1,4,0,None,100.0,Yes,2.4
TRN0000403,SHP0000403,RTE0012,CAR006,Transshipment,2,21,24,3,12,5,1,6,Equipment Shortage,87.5,No,4.2
TRN0000404,SHP0000404,RTE0019,CAR003,Direct,0,28,28,0,22,4,2,0,None,100.0,Yes,5.5
TRN0000405,SHP0000405,RTE0001,CAR010,Direct,0,24,24,0,22,1,1,0,None,100.0,Yes,1.7
TRN0000406,SHP0000406,RTE0015,CAR009,Direct,0,21,21,0,18,0,3,0,None,100.0,Yes,5.2
TRN0000407,SHP0000407,RTE0053,CAR010,Direct,0,32,32,0,25,3,4,0,None,100.0,Yes,6.2
TRN0000408,SHP0000408,RTE0045,CAR010,Direct,0,27,27,0,22,1,4,0,None,100.0,Yes,1.8
TRN0000409,SHP0000409,RTE0053,CAR002,Direct,0,32,32,0,26,2,4,0,None,100.0,Yes,8.6
TRN0000410,SHP0000410,RTE0034,CAR007,Transshipment,1,27,27,0,23,1,2,1,None,100.0,Yes,7.3
TRN0000411,SHP0000411,RTE0045,CAR010,Direct,0,27,27,0,23,3,1,0,None,100.0,Yes,6.9
TRN0000412,SHP0000412,RTE0010,CAR010,Transshipment,1,37,37,0,33,2,1,1,None,100.0,Yes,6.1
TRN0000413,SHP0000413,RTE0014,CAR001,Transshipment,1,22,22,0,12,4,3,3,None,100.0,Yes,8.0
TRN0000414,SHP0000414,RTE0036,CAR004,Transshipment,2,32,32,0,22,1,3,6,None,100.0,Yes,8.7
TRN0000415,SHP0000415,RTE0007,CAR006,Direct,0,22,22,0,15,3,4,0,None,100.0,Yes,8.8
TRN0000416,SHP0000416,RTE0031,CAR008,Direct,0,20,20,0,18,0,2,0,None,100.0,Yes,5.8
TRN0000417,SHP0000417,RTE0047,CAR001,Direct,0,23,23,0,17,3,3,0,None,100.0,Yes,4.1
TRN0000418,SHP0000418,RTE0051,CAR006,Direct,0,21,26,5,19,6,1,0,Port Congestion,80.8,No,4.3
TRN0000419,SHP0000419,RTE0008,CAR005,Transshipment,1,30,30,0,21,2,4,3,None,100.0,Yes,5.0
TRN0000420,SHP0000420,RTE0019,CAR004,Direct,0,28,28,0,25,1,2,0,None,100.0,Yes,6.1
TRN0000421,SHP0000421,RTE0057,CAR009,Direct,0,29,35,6,26,7,2,0,None,82.9,No,8.3
TRN0000422,SHP0000422,RTE0043,CAR003,Direct,0,30,30,0,27,0,3,0,None,100.0,Yes,2.4
TRN0000423,SHP0000423,RTE0039,CAR002,Direct,0,29,29,0,25,3,1,0,None,100.0,Yes,4.4
TRN0000424,SHP0000424,RTE0013,CAR006,Direct,0,17,17,0,10,4,3,0,None,100.0,Yes,3.1
TRN0000425,SHP0000425,RTE0002,CAR010,Transshipment,2,36,36,0,26,0,4,6,None,100.0,Yes,1.4
TRN0000426,SHP0000426,RTE0019,CAR010,Direct,0,28,28,0,23,3,2,0,None,100.0,Yes,7.0
TRN0000427,SHP0000427,RTE0043,CAR001,Direct,0,30,30,0,28,0,2,0,None,100.0,Yes,7.4
TRN0000428,SHP0000428,RTE0029,CAR010,Direct,0,30,36,6,31,3,2,0,Customs Delay,83.3,No,7.8
TRN0000429,SHP0000429,RTE0045,CAR008,Direct,0,27,27,0,19,4,4,0,None,100.0,Yes,8.7
TRN0000430,SHP0000430,RTE0017,CAR006,Direct,0,31,43,12,32,7,4,0,None,72.1,No,9.5
TRN0000431,SHP0000431,RTE0032,CAR008,Transshipment,1,30,30,0,24,1,4,1,None,100.0,Yes,3.7
TRN0000432,SHP0000432,RTE0007,CAR006,Direct,0,22,22,0,18,2,2,0,None,100.0,Yes,4.3
TRN0000433,SHP0000433,RTE0012,CAR008,Transshipment,2,21,21,0,13,3,1,4,None,100.0,Yes,6.8
TRN0000434,SHP0000434,RTE0015,CAR003,Direct,0,21,33,12,21,8,4,0,Port Congestion,63.6,No,8.7
TRN0000435,SHP0000435,RTE0053,CAR008,Direct,0,32,32,0,26,3,3,0,None,100.0,Yes,6.3
TRN0000436,SHP0000436,RTE0005,CAR004,Direct,0,23,23,0,16,3,4,0,None,100.0,Yes,3.9
TRN0000437,SHP0000437,RTE0013,CAR004,Direct,0,17,17,0,10,3,4,0,None,100.0,Yes,6.4
TRN0000438,SHP0000438,RTE0033,CAR007,Direct,0,22,22,0,18,0,4,0,None,100.0,Yes,7.5
TRN0000439,SHP0000439,RTE0056,CAR005,Transshipment,2,28,28,0,21,0,3,4,None,100.0,Yes,9.9
TRN0000440,SHP0000440,RTE0043,CAR003,Direct,0,30,30,0,22,4,4,0,None,100.0,Yes,9.7
TRN0000441,SHP0000441,RTE0009,CAR001,Direct,0,30,30,0,27,0,3,0,None,100.0,Yes,9.7
TRN0000442,SHP0000442,RTE0055,CAR008,Direct,0,18,18,0,14,3,1,0,None,100.0,Yes,8.6
TRN0000443,SHP0000443,RTE0028,CAR010,Transshipment,1,28,28,0,23,2,2,1,None,100.0,Yes,2.2
TRN0000444,SHP0000444,RTE0004,CAR010,Transshipment,1,29,29,0,21,4,2,2,None,100.0,Yes,8.6
TRN0000445,SHP0000445,RTE0058,CAR010,Transshipment,2,37,37,0,28,3,2,4,None,100.0,Yes,3.4
TRN0000446,SHP0000446,RTE0035,CAR001,Direct,0,25,34,9,25,8,1,0,None,73.5,No,1.3
TRN0000447,SHP0000447,RTE0060,CAR010,Transshipment,1,31,43,12,30,10,1,2,None,72.1,No,1.1
TRN0000448,SHP0000448,RTE0019,CAR010,Direct,0,28,28,0,25,0,3,0,None,100.0,Yes,2.1
TRN0000449,SHP0000449,RTE0056,CAR005,Transshipment,2,28,28,0,16,2,4,6,None,100.0,Yes,1.1
TRN0000450,SHP0000450,RTE0046,CAR004,Transshipment,1,35,35,0,31,0,1,3,None,100.0,Yes,7.0
TRN0000451,SHP0000451,RTE0053,CAR008,Direct,0,32,32,0,28,0,4,0,None,100.0,Yes,5.7
TRN0000452,SHP0000452,RTE0042,CAR005,Transshipment,2,30,30,0,21,2,3,4,None,100.0,Yes,5.0
TRN0000453,SHP0000453,RTE0035,CAR004,Direct,0,25,25,0,21,1,3,0,None,100.0,Yes,5.5
TRN0000454,SHP0000454,RTE0043,CAR006,Direct,0,30,32,2,26,4,2,0,Weather Delay,93.8,No,6.7
TRN0000455,SHP0000455,RTE0017,CAR010,Direct,0,31,31,0,28,0,3,0,None,100.0,Yes,2.9
TRN0000456,SHP0000456,RTE0011,CAR006,Direct,0,15,15,0,8,4,3,0,None,100.0,Yes,4.4
TRN0000457,SHP0000457,RTE0023,CAR004,Direct,0,21,21,0,19,0,2,0,None,100.0,Yes,2.0
