Shipment_ID,Customer_ID,Carrier_ID,Carrier_Name,Route_ID,Route_Type,Origin_Port,Destination_Port,Num_Transshipments,ETD,ETA,Actual_Arrival,Std_Transit_Days,Actual_Transit_Days,Delay_Days,Delay_Reason,On_Time,Num_Containers,Container_Type,Commodity,Incoterms,Cargo_Value_USD,Shipment_Status
SHP0000325,CUS0013,CAR004,Evergreen,RTE0013,Direct,Ningbo,Seattle,0,2023-05-27,2023-06-13,2023-06-13,17,17,0,None,Yes,3,20GP,Apparel,FOB,692021.52,Delivered
SHP0000326,CUS0049,CAR001,Maersk,RTE0039,Direct,Rotterdam,Los Angeles,0,2022-03-28,2022-04-26,2022-04-26,29,29,0,None,Yes,10,40HC,Textiles,CFR,875330.39,Delivered
SHP0000327,CUS0018,CAR009,COSCO,RTE0049,Direct,Colombo,Halifax,0,2024-03-25,2024-04-22,2024-04-26,28,32,4,Transshipment Delay,No,1,40RF,Food Products,DAP,942671.7,Delivered
SHP0000328,CUS0044,CAR007,Yang Ming,RTE0024,Transshipment,Busan,Chicago,1,2022-12-24,2023-01-26,2023-02-03,33,41,8,Equipment Shortage,No,8,40HC,Electronics,FOB,690397.91,Delivered
SHP0000329,CUS0024,CAR006,ONE,RTE0008,Transshipment,Shenzhen,Seattle,1,2023-06-16,2023-07-16,2023-07-16,30,30,0,None,Yes,4,40HC,Textiles,CFR,375941.64,Delivered
SHP0000330,CUS0027,CAR004,Evergreen,RTE0028,Transshipment,Singapore,Chicago,1,2024-02-02,2024-03-01,2024-03-07,28,34,6,Customs Inspection,No,8,40GP,Toys,CIF,980308.83,Delivered
SHP0000331,CUS0047,CAR002,MSC,RTE0053,Direct,Colombo,Seattle,0,2023-07-07,2023-08-08,2023-08-08,32,32,0,None,Yes,7,20RF,Auto Parts,CIF,810035.59,Delivered
SHP0000332,CUS0012,CAR001,Maersk,RTE0031,Direct,Hong Kong,Halifax,0,2024-05-13,2024-06-02,2024-06-02,20,20,0,None,Yes,9,40RF,Chemicals,DAP,335032.47,Delivered
SHP0000333,CUS0026,CAR001,Maersk,RTE0037,Direct,Rotterdam,Miami,0,2022-07-22,2022-08-10,2022-08-10,19,19,0,None,Yes,4,40HC,Textiles,FOB,477362.08,Delivered
SHP0000334,CUS0036,CAR006,ONE,RTE0024,Transshipment,Busan,Chicago,1,2023-06-12,2023-07-15,2023-07-15,33,33,0,None,Yes,2,40HC,Toys,CIF,598011.07,Delivered
SHP0000335,CUS0050,CAR003,CMA CGM,RTE0035,Direct,Hong Kong,Houston,0,2023-08-06,2023-08-31,2023-08-31,25,25,0,None,Yes,9,20RF,Textiles,FOB,412017.45,Delivered
SHP0000336,CUS0011,CAR003,CMA CGM,RTE0042,Transshipment,Rotterdam,New York,2,2023-11-22,2023-12-22,2023-12-22,30,30,0,None,Yes,10,20RF,Apparel,FOB,203899.51,Delivered
SHP0000337,CUS0046,CAR005,Hapag-Lloyd,RTE0022,Transshipment,Busan,Miami,1,2023-07-02,2023-08-07,2023-08-07,36,36,0,None,Yes,5,20RF,Chemicals,CFR,544888.91,Delivered
SHP0000338,CUS0002,CAR003,CMA CGM,RTE0011,Direct,Shenzhen,Los Angeles,0,2022-09-14,2022-09-29,2022-09-29,15,15,0,None,Yes,5,20GP,Auto Parts,CIF,427193.3,Delivered
SHP0000339,CUS0036,CAR008,ZIM,RTE0060,Transshipment,Kaohsiung,Seattle,1,2022-04-21,2022-05-22,2022-05-23,31,32,1,Equipment Shortage,No,2,20GP,Machinery,CFR,197510.64,Delivered
SHP0000340,CUS0020,CAR007,Yang Ming,RTE0057,Direct,Kaohsiung,Vancouver,0,2023-04-15,2023-05-14,2023-05-14,29,29,0,None,Yes,8,40GP,Furniture,CFR,846591.89,Delivered
SHP0000341,CUS0021,CAR006,ONE,RTE0044,Transshipment,Hamburg,Houston,2,2024-09-02,2024-10-14,2024-10-22,42,50,8,Equipment Shortage,No,5,40RF,Textiles,CIF,971065.15,Delivered
SHP0000342,CUS0039,CAR010,HMM,RTE0011,Direct,Shenzhen,Los Angeles,0,2024-07-24,2024-08-08,2024-08-08,15,15,0,None,Yes,10,20RF,Steel Products,CFR,344178.26,Delivered
SHP0000343,CUS0006,CAR004,Evergreen,RTE0036,Transshipment,Hong Kong,Houston,2,2024-06-23,2024-07-25,2024-07-25,32,32,0,None,Yes,5,40GP,Machinery,FOB,50087.73,Delivered
SHP0000344,CUS0023,CAR003,CMA CGM,RTE0055,Direct,Kaohsiung,New York,0,2023-08-11,2023-08-29,2023-08-29,18,18,0,None,Yes,8,20RF,Machinery,FOB,777575.74,Delivered
SHP0000345,CUS0001,CAR004,Evergreen,RTE0039,Direct,Rotterdam,Los Angeles,0,2024-02-05,2024-03-05,2024-03-05,29,29,0,None,Yes,9,20RF,Food Products,CIF,205106.02,Delivered
SHP0000346,CUS0015,CAR007,Yang Ming,RTE0025,Direct,Singapore,New York,0,2023-06-23,2023-07-11,2023-07-11,18,18,0,None,Yes,4,40RF,Toys,EXW,320443.01,Delivered
SHP0000347,CUS0027,CAR005,Hapag-Lloyd,RTE0051,Direct,Colombo,Houston,0,2023-01-21,2023-02-11,2023-02-11,21,21,0,None,Yes,3,40HC,Apparel,DAP,636842.94,Delivered
SHP0000348,CUS0013,CAR008,ZIM,RTE0040,Transshipment,Rotterdam,Los Angeles,1,2023-10-19,2023-11-21,2023-11-21,33,33,0,None,Yes,9,20GP,Furniture,FOB,318008.81,Delivered
SHP0000349,CUS0015,CAR001,Maersk,RTE0030,Transshipment,Singapore,Miami,1,2022-07-04,2022-08-08,2022-08-08,35,35,0,None,Yes,4,40HC,Food Products,EXW,796439.07,Delivered
SHP0000350,CUS0045,CAR008,ZIM,RTE0023,Direct,Busan,Chicago,0,2022-03-06,2022-03-27,2022-03-27,21,21,0,None,Yes,3,20GP,Machinery,DAP,117815.46,Delivered
SHP0000351,CUS0025,CAR005,Hapag-Lloyd,RTE0013,Direct,Ningbo,Seattle,0,2022-01-26,2022-02-12,2022-02-14,17,19,2,Transshipment Delay,No,7,20RF,Auto Parts,FOB,239220.88,Delivered
SHP0000352,CUS0043,CAR009,COSCO,RTE0007,Direct,Shenzhen,Seattle,0,2023-03-03,2023-03-25,2023-03-25,22,22,0,None,Yes,5,40HC,Furniture,FOB,757488.35,Delivered
SHP0000353,CUS0031,CAR005,Hapag-Lloyd,RTE0007,Direct,Shenzhen,Seattle,0,2023-09-04,2023-09-26,2023-09-26,22,22,0,None,Yes,1,40GP,Apparel,CIF,651263.52,Delivered
SHP0000354,CUS0038,CAR005,Hapag-Lloyd,RTE0012,Transshipment,Shenzhen,Los Angeles,2,2022-09-03,2022-09-24,2022-10-01,21,28,7,Port Congestion,No,1,40RF,Textiles,CFR,197242.35,Delivered
SHP0000355,CUS0032,CAR003,CMA CGM,RTE0015,Direct,Ningbo,Miami,0,2022-07-07,2022-07-28,2022-07-28,21,21,0,None,Yes,1,20GP,Chemicals,CIF,716261.73,Delivered
SHP0000356,CUS0015,CAR008,ZIM,RTE0009,Direct,Shenzhen,Montreal,0,2023-10-11,2023-11-10,2023-11-19,30,39,9,Customs Inspection,No,8,40GP,Electronics,DAP,390259.12,Delivered
SHP0000357,CUS0032,CAR001,Maersk,RTE0058,Transshipment,Kaohsiung,Vancouver,2,2024-06-15,2024-07-22,2024-07-22,37,37,0,None,Yes,8,40GP,Toys,CIF,566439.52,Delivered
SHP0000358,CUS0039,CAR005,Hapag-Lloyd,RTE0030,Transshipment,Singapore,Miami,1,2022-11-25,2022-12-30,2022-12-30,35,35,0,None,Yes,8,40HC,Machinery,CFR,398757.07,Delivered
SHP0000359,CUS0025,CAR009,COSCO,RTE0042,Transshipment,Rotterdam,New York,2,2023-01-15,2023-02-14,2023-02-14,30,30,0,None,Yes,6,40RF,Auto Parts,EXW,734953.38,Delivered
SHP0000360,CUS0013,CAR007,Yang Ming,RTE0035,Direct,Hong Kong,Houston,0,2024-12-09,2025-01-03,2025-01-03,25,25,0,None,Yes,9,40GP,Toys,EXW,356470.04,In Transit
SHP0000361,CUS0034,CAR002,MSC,RTE0007,Direct,Shenzhen,Seattle,0,2022-05-17,2022-06-08,2022-06-09,22,23,1,Transshipment Delay,No,3,20GP,Auto Parts,FOB,511101.77,Delivered
SHP0000362,CUS0043,CAR007,Yang Ming,RTE0038,Transshipment,Rotterdam,Miami,2,2024-09-30,2024-10-27,2024-10-27,27,27,0,None,Yes,10,40HC,Electronics,EXW,259686.64,Delivered
SHP0000363,CUS0042,CAR004,Evergreen,RTE0001,Direct,Shanghai,Vancouver,0,2024-10-03,2024-10-27,2024-11-11,24,39,15,Port Congestion,No,8,20GP,Chemicals,CFR,756303.57,Delivered
SHP0000364,CUS0046,CAR006,ONE,RTE0053,Direct,Colombo,Seattle,0,2022-04-30,2022-06-01,2022-06-01,32,32,0,None,Yes,9,20GP,Apparel,EXW,124038.61,Delivered
SHP0000365,CUS0007,CAR002,MSC,RTE0034,Transshipment,Hong Kong,New York,1,2023-04-19,2023-05-16,2023-05-16,27,27,0,None,Yes,4,40RF,Auto Parts,CFR,644058.8,Delivered
SHP0000366,CUS0027,CAR009,COSCO,RTE0048,Transshipment,Hamburg,Miami,1,2022-08-05,2022-09-05,2022-09-05,31,31,0,None,Yes,6,20RF,Food Products,FOB,208468.85,Delivered
SHP0000367,CUS0022,CAR009,COSCO,RTE0026,Transshipment,Singapore,New York,1,2022-11-20,2022-12-19,2022-12-28,29,38,9,Bad Weather,No,6,40HC,Steel Products,EXW,852611.31,Delivered
SHP0000368,CUS0047,CAR007,Yang Ming,RTE0041,Direct,Rotterdam,New York,0,2023-10-25,2023-11-16,2023-11-16,22,22,0,None,Yes,9,40GP,Food Products,CFR,929839.58,Delivered
SHP0000369,CUS0026,CAR008,ZIM,RTE0030,Transshipment,Singapore,Miami,1,2022-01-01,2022-02-05,2022-02-05,35,35,0,None,Yes,5,40RF,Electronics,CFR,178331.42,Delivered
SHP0000370,CUS0015,CAR005,Hapag-Lloyd,RTE0001,Direct,Shanghai,Vancouver,0,2023-03-16,2023-04-09,2023-04-09,24,24,0,None,Yes,5,40RF,Steel Products,CFR,592134.79,Delivered
SHP0000371,CUS0030,CAR001,Maersk,RTE0007,Direct,Shenzhen,Seattle,0,2023-12-30,2024-01-21,2024-01-21,22,22,0,None,Yes,6,40RF,Auto Parts,CIF,293431.65,Delivered
SHP0000372,CUS0037,CAR007,Yang Ming,RTE0038,Transshipment,Rotterdam,Miami,2,2023-03-22,2023-04-18,2023-04-18,27,27,0,None,Yes,6,20RF,Furniture,DAP,834419.98,Delivered
SHP0000373,CUS0039,CAR002,MSC,RTE0037,Direct,Rotterdam,Miami,0,2023-09-08,2023-09-27,2023-09-27,19,19,0,None,Yes,10,20RF,Apparel,FOB,925777.92,Delivered
SHP0000374,CUS0027,CAR007,Yang Ming,RTE0058,Transshipment,Kaohsiung,Vancouver,2,2022-09-04,2022-10-11,2022-10-25,37,51,14,Equipment Shortage,No,1,20RF,Electronics,EXW,548164.18,Delivered
SHP0000375,CUS0021,CAR003,CMA CGM,RTE0038,Transshipment,Rotterdam,Miami,2,2024-10-25,2024-11-21,2024-11-21,27,27,0,None,Yes,1,20RF,Textiles,CFR,596492.11,Delivered
SHP0000376,CUS0026,CAR005,Hapag-Lloyd,RTE0028,Transshipment,Singapore,Chicago,1,2022-10-31,2022-11-28,2022-11-28,28,28,0,None,Yes,8,40RF,Electronics,CFR,429231.73,Delivered
SHP0000377,CUS0050,CAR007,Yang Ming,RTE0034,Transshipment,Hong Kong,New York,1,2022-09-25,2022-10-22,2022-10-22,27,27,0,None,Yes,9,40GP,Textiles,DAP,669636.02,Delivered
SHP0000378,CUS0016,CAR009,COSCO,RTE0040,Transshipment,Rotterdam,Los Angeles,1,2023-05-12,2023-06-14,2023-06-14,33,33,0,None,Yes,7,40HC,Toys,FOB,156903.38,Delivered
SHP0000379,CUS0013,CAR006,ONE,RTE0023,Direct,Busan,Chicago,0,2023-10-19,2023-11-09,2023-11-09,21,21,0,None,Yes,1,40HC,Furniture,EXW,635409.94,Delivered
SHP0000380,CUS0010,CAR010,HMM,RTE0029,Direct,Singapore,Miami,0,2024-06-21,2024-07-21,2024-07-22,30,31,1,Transshipment Delay,No,4,40HC,Furniture,FOB,156753.15,Delivered
SHP0000381,CUS0019,CAR003,CMA CGM,RTE0040,Transshipment,Rotterdam,Los Angeles,1,2022-01-29,2022-03-03,2022-03-03,33,33,0,None,Yes,2,40HC,Textiles,DAP,71610.71,Delivered
SHP0000382,CUS0014,CAR004,Evergreen,RTE0036,Transshipment,Hong Kong,Houston,2,2024-12-07,2025-01-08,2025-01-08,32,32,0,None,Yes,8,40RF,Furniture,FOB,407776.34,In Transit
SHP0000383,CUS0017,CAR001,Maersk,RTE0033,Direct,Hong Kong,New York,0,2022-12-15,2023-01-06,2023-01-06,22,22,0,None,Yes,10,40HC,Electronics,DAP,672019.98,Delivered
SHP0000384,CUS0043,CAR005,Hapag-Lloyd,RTE0026,Transshipment,Singapore,New York,1,2024-01-08,2024-02-06,2024-02-06,29,29,0,None,Yes,5,20RF,Auto Parts,DAP,533113.32,Delivered
SHP0000385,CUS0032,CAR006,ONE,RTE0057,Direct,Kaohsiung,Vancouver,0,2024-12-24,2025-01-22,2025-01-22,29,29,0,None,Yes,9,20RF,Steel Products,FOB,87764.78,In Transit
SHP0000386,CUS0032,CAR006,ONE,RTE0019,Direct,Busan,Toronto,0,2024-03-16,2024-04-13,2024-04-13,28,28,0,None,Yes,6,40HC,Chemicals,EXW,274394.53,Delivered
SHP0000387,CUS0004,CAR005,Hapag-Lloyd,RTE0033,Direct,Hong Kong,New York,0,2023-06-12,2023-07-04,2023-07-04,22,22,0,None,Yes,1,40RF,Machinery,CIF,194122.77,Delivered
SHP0000388,CUS0006,CAR003,CMA CGM,RTE0043,Direct,Hamburg,Houston,0,2024-02-22,2024-03-23,2024-04-01,30,39,9,Equipment Shortage,No,4,20RF,Auto Parts,CFR,195111.7,Delivered
SHP0000389,CUS0022,CAR010,HMM,RTE0059,Direct,Kaohsiung,Seattle,0,2024-07-08,2024-08-01,2024-08-01,24,24,0,None,Yes,3,40RF,Steel Products,CIF,869458.28,Delivered
SHP0000390,CUS0009,CAR009,COSCO,RTE0046,Transshipment,Hamburg,Halifax,1,2024-05-30,2024-07-04,2024-07-19,35,50,15,Transshipment Delay,No,10,40GP,Chemicals,FOB,579473.28,Delivered
SHP0000391,CUS0021,CAR003,CMA CGM,RTE0007,Direct,Shenzhen,Seattle,0,2022-10-26,2022-11-17,2022-11-17,22,22,0,None,Yes,6,20RF,Food Products,EXW,470854.26,Delivered
SHP0000392,CUS0010,CAR005,Hapag-Lloyd,RTE0057,Direct,Kaohsiung,Vancouver,0,2023-01-20,2023-02-18,2023-02-18,29,29,0,None,Yes,1,40RF,Toys,EXW,625324.29,Delivered
SHP0000393,CUS0015,CAR004,Evergreen,RTE0039,Direct,Rotterdam,Los Angeles,0,2022-02-23,2022-03-24,2022-03-24,29,29,0,None,Yes,8,40GP,Steel Products,CFR,495325.32,Delivered
SHP0000394,CUS0032,CAR007,Yang Ming,RTE0011,Direct,Shenzhen,Los Angeles,0,2024-08-28,2024-09-12,2024-09-12,15,15,0,None,Yes,4,20GP,Food Products,FOB,929163.33,Delivered
SHP0000395,CUS0049,CAR004,Evergreen,RTE0015,Direct,Ningbo,Miami,0,2023-02-23,2023-03-16,2023-03-16,21,21,0,None,Yes,8,40RF,Textiles,EXW,873436.16,Delivered
SHP0000396,CUS0050,CAR007,Yang Ming,RTE0027,Direct,Singapore,Chicago,0,2022-03-27,2022-04-16,2022-04-16,20,20,0,None,Yes,7,40HC,Food Products,CFR,942182.18,Delivered
SHP0000397,CUS0042,CAR009,COSCO,RTE0035,Direct,Hong Kong,Houston,0,2022-03-20,2022-04-14,2022-04-14,25,25,0,None,Yes,8,20GP,Auto Parts,CFR,560975.69,Delivered
SHP0000398,CUS0025,CAR009,COSCO,RTE0003,Direct,Shanghai,Montreal,0,2024-11-23,2024-12-13,2024-12-13,20,20,0,None,Yes,1,40GP,Machinery,DAP,428137.9,Delivered
SHP0000399,CUS0030,CAR005,Hapag-Lloyd,RTE0054,Transshipment,Colombo,Seattle,1,2022-12-07,2023-01-18,2023-01-18,42,42,0,None,Yes,1,40RF,Furniture,DAP,838398.83,Delivered
SHP0000400,CUS0008,CAR009,COSCO,RTE0047,Direct,Hamburg,Miami,0,2023-01-04,2023-01-27,2023-01-27,23,23,0,None,Yes,9,40GP,Food Products,DAP,357287.89,Delivered
SHP0000401,CUS0046,CAR010,HMM,RTE0030,Transshipment,Singapore,Miami,1,2023-02-18,2023-03-25,2023-03-25,35,35,0,None,Yes,5,40HC,Furniture,FOB,136631.68,Delivered
SHP0000402,CUS0006,CAR006,ONE,RTE0041,Direct,Rotterdam,New York,0,2024-12-08,2024-12-30,2024-12-30,22,22,0,None,Yes,9,40RF,Furniture,DAP,572828.59,Delivered
SHP0000403,CUS0037,CAR006,ONE,RTE0012,Transshipment,Shenzhen,Los Angeles,2,2022-11-04,2022-11-25,2022-11-28,21,24,3,Transshipment Delay,No,1,20RF,Machinery,EXW,743653.66,Delivered
SHP0000404,CUS0008,CAR003,CMA CGM,RTE0019,Direct,Busan,Toronto,0,2022-09-27,2022-10-25,2022-10-25,28,28,0,None,Yes,5,20GP,Textiles,DAP,862640.5,Delivered
SHP0000405,CUS0032,CAR010,HMM,RTE0001,Direct,Shanghai,Vancouver,0,2023-05-03,2023-05-27,2023-05-27,24,24,0,None,Yes,8,20RF,Food Products,DAP,125434.67,Delivered
SHP0000406,CUS0018,CAR009,COSCO,RTE0015,Direct,Ningbo,Miami,0,2023-03-02,2023-03-23,2023-03-23,21,21,0,None,Yes,1,40HC,Electronics,CIF,861137.82,Delivered
SHP0000407,CUS0020,CAR010,HMM,RTE0053,Direct,Colombo,Seattle,0,2023-11-10,2023-12-12,2023-12-12,32,32,0,None,Yes,2,20RF,Furniture,CIF,688485.97,Delivered
SHP0000408,CUS0037,CAR010,HMM,RTE0045,Direct,Hamburg,Halifax,0,2022-12-30,2023-01-26,2023-01-26,27,27,0,None,Yes,6,20GP,Apparel,EXW,356680.76,Delivered
SHP0000409,CUS0049,CAR002,MSC,RTE0053,Direct,Colombo,Seattle,0,2024-05-25,2024-06-26,2024-06-26,32,32,0,None,Yes,5,20RF,Furniture,FOB,709888.47,Delivered
SHP0000410,CUS0034,CAR007,Yang Ming,RTE0034,Transshipment,Hong Kong,New York,1,2023-03-06,2023-04-02,2023-04-02,27,27,0,None,Yes,1,20GP,Toys,CFR,987829.8,Delivered
SHP0000411,CUS0046,CAR010,HMM,RTE0045,Direct,Hamburg,Halifax,0,2023-08-12,2023-09-08,2023-09-08,27,27,0,None,Yes,6,40HC,Steel Products,CFR,995273.12,Delivered
SHP0000412,CUS0037,CAR010,HMM,RTE0010,Transshipment,Shenzhen,Montreal,1,2024-10-13,2024-11-19,2024-11-19,37,37,0,None,Yes,8,20RF,Furniture,CFR,271085.56,Delivered
SHP0000413,CUS0008,CAR001,Maersk,RTE0014,Transshipment,Ningbo,Seattle,1,2022-02-19,2022-03-13,2022-03-13,22,22,0,None,Yes,2,40GP,Toys,DAP,443339.08,Delivered
SHP0000414,CUS0001,CAR004,Evergreen,RTE0036,Transshipment,Hong Kong,Houston,2,2023-02-17,2023-03-21,2023-03-21,32,32,0,None,Yes,2,40HC,Machinery,CFR,572493.92,Delivered
SHP0000415,CUS0022,CAR006,ONE,RTE0007,Direct,Shenzhen,Seattle,0,2024-03-22,2024-04-13,2024-04-13,22,22,0,None,Yes,1,40GP,Auto Parts,EXW,842134.04,Delivered
SHP0000416,CUS0003,CAR008,ZIM,RTE0031,Direct,Hong Kong,Halifax,0,2022-10-06,2022-10-26,2022-10-26,20,20,0,None,Yes,8,40RF,Chemicals,DAP,794789.58,Delivered
SHP0000417,CUS0034,CAR001,Maersk,RTE0047,Direct,Hamburg,Miami,0,2023-09-06,2023-09-29,2023-09-29,23,23,0,None,Yes,6,40RF,Steel Products,FOB,247849.35,Delivered
SHP0000418,CUS0005,CAR006,ONE,RTE0051,Direct,Colombo,Houston,0,2022-11-02,2022-11-23,2022-11-28,21,26,5,Customs Inspection,No,7,40RF,Furniture,CFR,625404.63,Delivered
SHP0000419,CUS0046,CAR005,Hapag-Lloyd,RTE0008,Transshipment,Shenzhen,Seattle,1,2023-10-07,2023-11-06,2023-11-06,30,30,0,None,Yes,7,20GP,Textiles,CIF,403004.4,Delivered
SHP0000420,CUS0034,CAR004,Evergreen,RTE0019,Direct,Busan,Toronto,0,2023-09-12,2023-10-10,2023-10-10,28,28,0,None,Yes,1,40GP,Apparel,DAP,530694.96,Delivered
SHP0000421,CUS0010,CAR009,COSCO,RTE0057,Direct,Kaohsiung,Vancouver,0,2023-01-25,2023-02-23,2023-03-01,29,35,6,Equipment Shortage,No,5,40HC,Furniture,FOB,831031.59,Delivered
SHP0000422,CUS0014,CAR003,CMA CGM,RTE0043,Direct,Hamburg,Houston,0,2022-03-16,2022-04-15,2022-04-15,30,30,0,None,Yes,9,20GP,Electronics,EXW,935720.48,Delivered
SHP0000423,CUS0022,CAR002,MSC,RTE0039,Direct,Rotterdam,Los Angeles,0,2024-08-14,2024-09-12,2024-09-12,29,29,0,None,Yes,9,40HC,Electronics,CFR,770569.13,Delivered
SHP0000424,CUS0013,CAR006,ONE,RTE0013,Direct,Ningbo,Seattle,0,2023-01-30,2023-02-16,2023-02-16,17,17,0,None,Yes,6,20RF,Apparel,EXW,191854.69,Delivered
SHP0000425,CUS0036,CAR010,HMM,RTE0002,Transshipment,Shanghai,Vancouver,2,2024-11-18,2024-12-24,2024-12-24,36,36,0,None,Yes,6,40RF,Chemicals,EXW,184478.99,Delivered
SHP0000426,CUS0016,CAR010,HMM,RTE0019,Direct,Busan,Toronto,0,2022-12-17,2023-01-14,2023-01-14,28,28,0,None,Yes,6,40RF,Textiles,FOB,173570.3,Delivered
SHP0000427,CUS0007,CAR001,Maersk,RTE0043,Direct,Hamburg,Houston,0,2024-02-25,2024-03-26,2024-03-26,30,30,0,None,Yes,7,40GP,Toys,CFR,647997.16,Delivered
SHP0000428,CUS0023,CAR010,HMM,RTE0029,Direct,Singapore,Miami,0,2023-10-02,2023-11-01,2023-11-07,30,36,6,Equipment Shortage,No,2,20RF,Toys,CIF,138270.37,Delivered
SHP0000429,CUS0007,CAR008,ZIM,RTE0045,Direct,Hamburg,Halifax,0,2024-07-22,2024-08-18,2024-08-18,27,27,0,None,Yes,8,20RF,Auto Parts,CIF,186535.6,Delivered
SHP0000430,CUS0026,CAR006,ONE,RTE0017,Direct,Ningbo,New York,0,2023-01-11,2023-02-11,2023-02-23,31,43,12,Customs Inspection,No,6,20RF,Textiles,FOB,112096.94,Delivered
SHP0000431,CUS0011,CAR008,ZIM,RTE0032,Transshipment,Hong Kong,Halifax,1,2023-08-02,2023-09-01,2023-09-01,30,30,0,None,Yes,10,40GP,Steel Products,FOB,435401.68,Delivered
SHP0000432,CUS0036,CAR006,ONE,RTE0007,Direct,Shenzhen,Seattle,0,2022-05-26,2022-06-17,2022-06-17,22,22,0,None,Yes,8,20RF,Toys,DAP,276646.53,Delivered
SHP0000433,CUS0025,CAR008,ZIM,RTE0012,Transshipment,Shenzhen,Los Angeles,2,2022-05-16,2022-06-06,2022-06-06,21,21,0,None,Yes,10,20RF,Food Products,CFR,797960.43,Delivered
SHP0000434,CUS0043,CAR003,CMA CGM,RTE0015,Direct,Ningbo,Miami,0,2022-06-09,2022-06-30,2022-07-12,21,33,12,Equipment Shortage,No,8,20GP,Toys,CFR,489763.01,Delivered
SHP0000435,CUS0012,CAR008,ZIM,RTE0053,Direct,Colombo,Seattle,0,2023-09-23,2023-10-25,2023-10-25,32,32,0,None,Yes,2,40RF,Food Products,EXW,519580.39,Delivered
SHP0000436,CUS0009,CAR004,Evergreen,RTE0005,Direct,Shanghai,Chicago,0,2022-01-01,2022-01-24,2022-01-24,23,23,0,None,Yes,3,20RF,Steel Products,EXW,420483.53,Delivered
SHP0000437,CUS0044,CAR004,Evergreen,RTE0013,Direct,Ningbo,Seattle,0,2023-10-11,2023-10-28,2023-10-28,17,17,0,None,Yes,5,20RF,Chemicals,FOB,603590.63,Delivered
SHP0000438,CUS0009,CAR007,Yang Ming,RTE0033,Direct,Hong Kong,New York,0,2023-08-26,2023-09-17,2023-09-17,22,22,0,None,Yes,9,20GP,Electronics,CFR,829715.62,Delivered
SHP0000439,CUS0002,CAR005,Hapag-Lloyd,RTE0056,Transshipment,Kaohsiung,New York,2,2023-04-27,2023-05-25,2023-05-25,28,28,0,None,Yes,7,40HC,Food Products,DAP,412486.79,Delivered
SHP0000440,CUS0031,CAR003,CMA CGM,RTE0043,Direct,Hamburg,Houston,0,2022-10-12,2022-11-11,2022-11-11,30,30,0,None,Yes,6,20RF,Furniture,EXW,997583.24,Delivered
SHP0000441,CUS0005,CAR001,Maersk,RTE0009,Direct,Shenzhen,Montreal,0,2022-02-02,2022-03-04,2022-03-04,30,30,0,None,Yes,8,20RF,Furniture,FOB,180359.25,Delivered
SHP0000442,CUS0045,CAR008,ZIM,RTE0055,Direct,Kaohsiung,New York,0,2024-05-21,2024-06-08,2024-06-08,18,18,0,None,Yes,9,20RF,Steel Products,DAP,415478.98,Delivered
SHP0000443,CUS0001,CAR010,HMM,RTE0028,Transshipment,Singapore,Chicago,1,2024-10-17,2024-11-14,2024-11-14,28,28,0,None,Yes,9,40HC,Food Products,CFR,597534.74,Delivered
SHP0000444,CUS0031,CAR010,HMM,RTE0004,Transshipment,Shanghai,Montreal,1,2024-01-25,2024-02-23,2024-02-23,29,29,0,None,Yes,2,40GP,Steel Products,EXW,491689.51,Delivered
SHP0000445,CUS0006,CAR010,HMM,RTE0058,Transshipment,Kaohsiung,Vancouver,2,2023-05-18,2023-06-24,2023-06-24,37,37,0,None,Yes,2,40RF,Toys,EXW,632387.16,Delivered
SHP0000446,CUS0031,CAR001,Maersk,RTE0035,Direct,Hong Kong,Houston,0,2024-07-18,2024-08-12,2024-08-21,25,34,9,Equipment Shortage,No,6,20RF,Chemicals,EXW,324748.02,Delivered
SHP0000447,CUS0048,CAR010,HMM,RTE0060,Transshipment,Kaohsiung,Seattle,1,2023-09-15,2023-10-16,2023-10-28,31,43,12,Customs Inspection,No,1,20RF,Toys,CIF,594217.0,Delivered
SHP0000448,CUS0002,CAR010,HMM,RTE0019,Direct,Busan,Toronto,0,2023-08-11,2023-09-08,2023-09-08,28,28,0,None,Yes,9,20GP,Machinery,EXW,175911.82,Delivered
SHP0000449,CUS0001,CAR005,Hapag-Lloyd,RTE0056,Transshipment,Kaohsiung,New York,2,2022-08-17,2022-09-14,2022-09-14,28,28,0,None,Yes,10,40GP,Textiles,EXW,817448.66,Delivered
SHP0000450,CUS0032,CAR004,Evergreen,RTE0046,Transshipment,Hamburg,Halifax,1,2023-01-06,2023-02-10,2023-02-10,35,35,0,None,Yes,1,40HC,Apparel,CIF,615766.89,Delivered
SHP0000451,CUS0049,CAR008,ZIM,RTE0053,Direct,Colombo,Seattle,0,2024-04-25,2024-05-27,2024-05-27,32,32,0,None,Yes,8,40GP,Auto Parts,CFR,747643.06,Delivered
SHP0000452,CUS0049,CAR005,Hapag-Lloyd,RTE0042,Transshipment,Rotterdam,New York,2,2022-08-26,2022-09-25,2022-09-25,30,30,0,None,Yes,7,20RF,Machinery,DAP,758843.02,Delivered
SHP0000453,CUS0025,CAR004,Evergreen,RTE0035,Direct,Hong Kong,Houston,0,2024-03-09,2024-04-03,2024-04-03,25,25,0,None,Yes,9,20RF,Electronics,EXW,930861.4,Delivered
