Cost_ID,Shipment_ID,Carrier_ID,Route_ID,Route_Type,Base_Freight_USD,Fuel_Surcharge_USD,Peak_Season_Surcharge_USD,Transshipment_Fee_USD,Customs_Fee_USD,Inland_Cost_USD,Insurance_USD,Total_Landed_Cost_USD,Cost_Per_Container_USD,Cost_Year,Cost_Month
CST0000460,SHP0000460,CAR006,RTE0049,Direct,1027.72,66.66,493.13,0.0,373.13,486.96,2408.4,4856.0,4856.0,2022,11
CST0000461,SHP0000461,CAR005,RTE0054,Transshipment,6267.72,1054.47,0,160.76,258.85,1383.58,1406.7,10532.08,2633.02,2024,6
CST0000462,SHP0000462,CAR007,RTE0036,Transshipment,10926.65,1565.9,1267.04,936.81,1276.17,2631.5,331.63,18935.7,3787.14,2022,8
CST0000463,SHP0000463,CAR008,RTE0049,Direct,2026.91,154.92,0,0.0,1484.71,1267.02,541.11,5474.67,5474.67,2024,10
CST0000464,SHP0000464,CAR010,RTE0026,Transshipment,8191.76,1048.68,0,349.66,1049.59,546.48,847.1,12033.27,1504.16,2024,11
CST0000465,SHP0000465,CAR008,RTE0046,Transshipment,14188.37,1156.64,758.04,294.61,1340.43,2603.27,1315.27,21656.63,3093.8,2024,1
CST0000466,SHP0000466,CAR008,RTE0005,Direct,18242.19,1481.42,0,0.0,364.91,2986.27,664.42,23739.21,2637.69,2023,8
CST0000467,SHP0000467,CAR006,RTE0008,Transshipment,9010.6,613.01,634.92,201.19,1133.21,1138.02,153.93,12884.88,3221.22,2022,6
CST0000468,SHP0000468,CAR008,RTE0015,Direct,10134.55,854.37,1352.46,0.0,1096.51,647.05,973.31,15058.25,3011.65,2022,5
CST0000469,SHP0000469,CAR001,RTE0022,Transshipment,16543.53,2571.03,1101.96,380.24,237.42,1356.03,828.84,23019.05,2557.67,2022,3
CST0000470,SHP0000470,CAR001,RTE0006,Transshipment,15901.92,1423.94,1184.87,261.87,1260.61,1810.59,1200.29,23044.09,2880.51,2022,10
CST0000471,SHP0000471,CAR001,RTE0012,Transshipment,18381.7,1417.25,0,914.19,921.16,2059.6,1284.44,24978.34,2497.83,2022,7
CST0000472,SHP0000472,CAR002,RTE0015,Direct,9856.98,1619.34,297.22,0.0,1817.48,2581.54,508.75,16681.31,2780.22,2024,5
CST0000473,SHP0000473,CAR004,RTE0051,Direct,2340.66,233.08,1248.91,0.0,223.15,2749.1,857.21,7652.11,3826.05,2022,4
CST0000474,SHP0000474,CAR009,RTE0024,Transshipment,5537.46,304.02,0,437.26,1259.56,478.11,1488.22,9504.63,3168.21,2024,6
CST0000475,SHP0000475,CAR002,RTE0032,Transshipment,8214.15,532.4,0,479.18,1736.49,1735.58,267.91,12965.71,2593.14,2022,1
CST0000476,SHP0000476,CAR008,RTE0033,Direct,2155.23,255.34,345.96,0.0,701.62,1204.78,1743.78,6406.71,6406.71,2023,5
CST0000477,SHP0000477,CAR005,RTE0054,Transshipment,4276.8,547.51,0,389.03,1318.95,921.31,1816.27,9269.87,2317.47,2024,5
CST0000478,SHP0000478,CAR009,RTE0035,Direct,9712.96,1377.45,0,0.0,359.34,2379.85,280.77,14110.37,3527.59,2024,8
CST0000479,SHP0000479,CAR008,RTE0056,Transshipment,2026.91,242.0,0,658.29,1659.39,678.89,317.42,5582.9,5582.9,2022,12
CST0000480,SHP0000480,CAR008,RTE0040,Transshipment,19397.07,2571.56,0,272.08,1971.46,2354.79,820.46,27387.42,3043.05,2022,8
CST0000481,SHP0000481,CAR004,RTE0058,Transshipment,10529.96,1154.63,384.65,620.6,206.74,1238.2,1924.2,16058.98,2294.14,2024,6
CST0000482,SHP0000482,CAR004,RTE0008,Transshipment,4681.32,278.89,1496.8,162.72,827.93,1780.9,726.6,9955.16,2488.79,2024,4
CST0000483,SHP0000483,CAR004,RTE0009,Direct,3510.99,531.45,0,0.0,978.77,2810.65,2158.02,9989.88,3329.96,2024,7
CST0000484,SHP0000484,CAR001,RTE0010,Transshipment,14705.36,1918.1,0,198.83,1203.86,2966.08,1926.17,22918.4,2864.8,2022,5
CST0000485,SHP0000485,CAR010,RTE0020,Transshipment,2047.94,139.65,0,231.47,1997.66,2280.31,1487.84,8184.87,4092.43,2022,12
CST0000486,SHP0000486,CAR008,RTE0032,Transshipment,8620.92,463.3,608.3,320.04,1062.09,2640.29,1211.9,14926.84,3731.71,2022,1
CST0000487,SHP0000487,CAR003,RTE0037,Direct,24604.24,2761.41,187.9,0.0,1658.88,885.21,1582.55,31680.19,3960.02,2022,1
CST0000488,SHP0000488,CAR002,RTE0051,Direct,1642.83,174.5,0,0.0,843.56,537.01,901.82,4099.72,4099.72,2024,10
CST0000489,SHP0000489,CAR001,RTE0006,Transshipment,19877.4,3265.51,242.2,473.51,509.42,729.07,907.67,26004.78,2600.48,2023,9
CST0000490,SHP0000490,CAR007,RTE0046,Transshipment,2185.33,232.84,0,391.9,220.15,2187.94,770.27,5988.43,5988.43,2024,1
CST0000491,SHP0000491,CAR005,RTE0050,Transshipment,15669.3,2094.45,0,288.31,1670.64,756.32,1991.48,22470.5,2247.05,2023,3
CST0000492,SHP0000492,CAR001,RTE0057,Direct,1987.74,264.98,1071.19,0.0,201.22,1086.87,1443.02,6055.02,6055.02,2024,2
CST0000493,SHP0000493,CAR004,RTE0035,Direct,12034.24,1866.45,0,0.0,782.23,1980.71,694.9,17358.53,2169.82,2023,11
CST0000494,SHP0000494,CAR007,RTE0033,Direct,17482.64,1220.26,0,0.0,1092.81,1100.24,1758.37,22654.32,2831.79,2022,4
CST0000495,SHP0000495,CAR009,RTE0035,Direct,4856.48,361.49,0,0.0,1157.96,1156.14,359.38,7891.45,3945.72,2024,7
CST0000496,SHP0000496,CAR002,RTE0019,Direct,4928.49,834.88,436.36,0.0,396.85,2857.51,966.79,10420.88,3473.63,2022,12
CST0000497,SHP0000497,CAR007,RTE0019,Direct,17482.64,1971.52,0,0.0,1916.12,675.5,320.02,22365.8,2795.72,2022,9
CST0000498,SHP0000498,CAR009,RTE0015,Direct,11074.92,1796.2,526.38,0.0,1159.18,516.75,1043.83,16117.26,2686.21,2023,11
CST0000499,SHP0000499,CAR010,RTE0019,Direct,24265.2,4295.17,0,0.0,1771.47,1274.86,207.56,31814.26,3976.78,2023,9
CST0000500,SHP0000500,CAR010,RTE0012,Transshipment,9099.45,1304.79,0,488.84,1467.21,788.56,2878.66,16027.51,5342.5,2023,8
CST0000501,SHP0000501,CAR005,RTE0029,Direct,1566.93,192.66,524.37,0.0,289.62,928.87,417.74,3920.19,3920.19,2023,1
CST0000502,SHP0000502,CAR009,RTE0011,Direct,19425.92,1328.12,0,0.0,1515.96,704.8,449.48,23424.28,2928.03,2022,9
CST0000503,SHP0000503,CAR009,RTE0035,Direct,7284.72,424.66,0,0.0,265.03,1043.14,1510.32,10527.87,3509.29,2023,8
CST0000504,SHP0000504,CAR001,RTE0057,Direct,19877.4,3497.93,0,0.0,820.33,2987.75,182.54,27365.95,2736.6,2022,8
CST0000505,SHP0000505,CAR004,RTE0042,Transshipment,4681.32,751.95,0,447.57,414.32,1814.14,1515.9,9625.2,2406.3,2024,12
CST0000506,SHP0000506,CAR009,RTE0005,Direct,24282.4,4012.34,0,0.0,1350.09,353.5,544.1,30542.43,3054.24,2023,2
CST0000507,SHP0000507,CAR006,RTE0027,Direct,13515.9,1135.58,0,0.0,1479.05,675.01,320.19,17125.73,2854.29,2024,2
CST0000508,SHP0000508,CAR007,RTE0029,Direct,20552.0,2561.77,0,0.0,1626.69,2014.65,393.78,27148.89,3878.41,2023,8
CST0000509,SHP0000509,CAR009,RTE0032,Transshipment,3691.64,519.22,0,459.45,1442.68,2478.25,1120.69,9711.93,4855.97,2022,5
CST0000510,SHP0000510,CAR010,RTE0045,Direct,21232.05,1903.66,1441.55,0.0,934.41,2397.83,179.53,28089.03,4012.72,2022,10
CST0000511,SHP0000511,CAR010,RTE0053,Direct,4095.88,231.26,0,0.0,1620.17,1277.09,481.62,7706.02,1926.51,2024,10
CST0000512,SHP0000512,CAR008,RTE0053,Direct,8107.64,1395.87,0,0.0,318.05,1328.21,963.33,12113.1,3028.28,2023,8
CST0000513,SHP0000513,CAR006,RTE0039,Direct,5138.6,623.65,0,0.0,837.08,2659.8,750.18,10009.31,2001.86,2024,9
CST0000514,SHP0000514,CAR005,RTE0055,Direct,4700.79,691.86,0,0.0,734.01,2301.81,450.35,8878.82,2959.61,2022,4
CST0000515,SHP0000515,CAR006,RTE0059,Direct,4505.3,775.68,0,0.0,972.13,732.06,1423.23,8408.4,4204.2,2023,8
CST0000516,SHP0000516,CAR009,RTE0011,Direct,12141.2,1387.59,0,0.0,739.48,1145.61,786.48,16200.36,3240.07,2023,10
CST0000517,SHP0000517,CAR003,RTE0001,Direct,18453.18,2987.35,709.14,0.0,208.24,1671.31,436.54,24465.76,4077.63,2023,7
CST0000518,SHP0000518,CAR009,RTE0014,Transshipment,16612.38,1356.92,975.67,420.01,1298.15,889.8,2446.19,23999.12,2666.57,2024,12
CST0000519,SHP0000519,CAR001,RTE0010,Transshipment,5514.51,456.25,0,491.39,975.12,1912.07,1298.37,10647.71,3549.24,2023,12
CST0000520,SHP0000520,CAR005,RTE0046,Transshipment,4700.79,562.33,0,417.11,1622.8,1161.64,279.06,8743.73,2914.58,2022,8
CST0000521,SHP0000521,CAR002,RTE0027,Direct,11499.81,2061.78,0,0.0,684.45,1551.4,200.09,15997.53,2285.36,2022,2
CST0000522,SHP0000522,CAR001,RTE0037,Direct,3975.48,203.01,0,0.0,1851.98,2347.03,1996.6,10374.1,5187.05,2022,9
CST0000523,SHP0000523,CAR010,RTE0013,Direct,6066.3,750.58,670.25,0.0,1082.04,683.07,1120.11,10372.35,5186.18,2023,1
CST0000524,SHP0000524,CAR010,RTE0034,Transshipment,10239.7,930.94,0,472.73,1400.52,2917.63,737.01,16698.53,1669.85,2024,10
CST0000525,SHP0000525,CAR009,RTE0011,Direct,16612.38,2044.81,0,0.0,803.15,2980.58,275.53,22716.45,2524.05,2022,7
CST0000526,SHP0000526,CAR003,RTE0007,Direct,7712.6,424.18,0,0.0,208.76,2979.63,175.19,11500.36,2875.09,2024,2
CST0000527,SHP0000527,CAR008,RTE0010,Transshipment,2026.91,150.09,0,259.08,818.15,2688.74,204.48,6147.45,6147.45,2024,1
CST0000528,SHP0000528,CAR005,RTE0040,Transshipment,5346.0,589.77,0,389.32,1410.2,927.86,1302.86,9966.01,1993.2,2024,6
CST0000529,SHP0000529,CAR006,RTE0043,Direct,2055.44,234.1,1137.65,0.0,1635.48,2257.19,811.52,8131.38,4065.69,2022,1
CST0000530,SHP0000530,CAR007,RTE0010,Transshipment,5872.0,402.18,864.16,246.17,1764.09,1382.98,328.98,10860.56,5430.28,2022,7
CST0000531,SHP0000531,CAR002,RTE0025,Direct,27469.9,3018.76,0,0.0,1712.89,1326.82,530.55,34058.92,3405.89,2024,5
CST0000532,SHP0000532,CAR008,RTE0025,Direct,4310.46,589.75,0,0.0,854.26,903.3,372.92,7030.69,3515.34,2023,7
CST0000533,SHP0000533,CAR002,RTE0001,Direct,2746.99,392.65,0,0.0,1918.21,1000.77,1747.29,7805.91,7805.91,2022,4
CST0000534,SHP0000534,CAR010,RTE0040,Transshipment,24265.2,4294.55,1235.7,369.03,1252.28,1175.28,596.6,33188.64,4148.58,2022,6
CST0000535,SHP0000535,CAR009,RTE0022,Transshipment,12920.74,1763.98,516.03,275.12,1560.44,893.78,665.4,18595.49,2656.5,2022,2
CST0000536,SHP0000536,CAR001,RTE0030,Transshipment,9938.7,537.31,203.57,215.27,1721.36,1422.48,248.8,14287.49,2857.5,2022,12
CST0000537,SHP0000537,CAR002,RTE0031,Direct,24722.91,2657.57,0,0.0,452.71,534.55,955.03,29322.77,3258.09,2024,10
CST0000538,SHP0000538,CAR007,RTE0004,Transshipment,17616.0,1970.03,1078.71,416.87,1544.89,2354.84,116.23,25097.57,4182.93,2024,10
CST0000539,SHP0000539,CAR006,RTE0054,Transshipment,7194.04,454.63,43.12,240.14,413.35,2934.41,2292.33,13572.02,1938.86,2022,2
CST0000540,SHP0000540,CAR004,RTE0003,Direct,2340.66,236.39,0,0.0,306.58,1841.75,432.87,5158.25,2579.12,2023,4
CST0000541,SHP0000541,CAR001,RTE0022,Transshipment,13914.18,2201.13,0,426.53,622.77,1969.86,1017.6,20152.07,2878.87,2024,5
CST0000542,SHP0000542,CAR010,RTE0025,Direct,8191.76,488.13,1411.54,0.0,258.47,1190.81,1164.39,12705.1,1588.14,2023,10
CST0000543,SHP0000543,CAR006,RTE0043,Direct,8221.76,1041.88,0,0.0,1845.88,2200.53,593.5,13903.55,1737.94,2023,9
CST0000544,SHP0000544,CAR007,RTE0038,Transshipment,29360.0,2336.57,1421.46,966.59,587.56,2410.44,1561.76,38644.38,3864.44,2022,7
CST0000545,SHP0000545,CAR004,RTE0027,Direct,5851.65,696.53,0,0.0,755.44,1229.22,689.37,9222.21,1844.44,2022,6
CST0000546,SHP0000546,CAR009,RTE0039,Direct,21854.16,2960.89,85.78,0.0,1668.64,1381.99,437.13,28388.59,3154.29,2023,1
CST0000547,SHP0000547,CAR008,RTE0047,Direct,15086.61,2439.09,0,0.0,1500.23,589.08,363.5,19978.51,2854.07,2024,12
CST0000548,SHP0000548,CAR003,RTE0015,Direct,11568.9,1287.38,662.35,0.0,1291.48,472.59,739.74,16022.44,2670.41,2023,9
CST0000549,SHP0000549,CAR005,RTE0012,Transshipment,4700.79,413.97,0,499.67,665.77,2717.31,1648.83,10646.34,3548.78,2023,4
CST0000550,SHP0000550,CAR009,RTE0032,Transshipment,7284.72,1034.01,0,237.06,1789.28,1305.78,836.41,12487.26,4162.42,2024,5
CST0000551,SHP0000551,CAR009,RTE0043,Direct,1845.82,112.58,0,0.0,482.21,2949.57,1222.91,6613.09,6613.09,2022,3
CST0000552,SHP0000552,CAR007,RTE0057,Direct,8741.32,571.96,0,0.0,934.4,2144.96,1151.06,13543.7,3385.93,2022,7
CST0000553,SHP0000553,CAR010,RTE0053,Direct,6066.3,834.17,0,0.0,1825.85,2891.85,2053.74,13671.91,6835.95,2024,12
CST0000554,SHP0000554,CAR010,RTE0054,Transshipment,4095.88,689.18,0,206.6,400.78,1453.87,359.09,7205.4,1801.35,2024,3
CST0000555,SHP0000555,CAR008,RTE0018,Transshipment,17241.84,1048.99,0,326.2,611.46,1970.09,460.59,21659.17,2707.4,2023,6
CST0000556,SHP0000556,CAR004,RTE0043,Direct,9025.68,1147.9,0,0.0,335.93,1170.11,119.26,11798.88,1966.48,2022,10
CST0000557,SHP0000557,CAR001,RTE0051,Direct,9938.7,1091.93,170.86,0.0,446.44,1687.38,1661.98,14997.29,2999.46,2023,5
CST0000558,SHP0000558,CAR001,RTE0025,Direct,7950.96,398.56,0,0.0,1270.74,1970.63,2261.59,13852.48,3463.12,2023,6
CST0000559,SHP0000559,CAR007,RTE0057,Direct,17482.64,1722.23,0,0.0,772.03,327.95,2177.27,22482.12,2810.26,2023,7
CST0000560,SHP0000560,CAR002,RTE0053,Direct,19228.93,976.14,565.93,0.0,639.26,1634.79,1069.73,24114.78,3444.97,2023,6
CST0000561,SHP0000561,CAR003,RTE0004,Transshipment,1928.15,318.76,464.52,271.18,299.52,1905.0,698.16,5885.29,5885.29,2024,6
CST0000562,SHP0000562,CAR004,RTE0012,Transshipment,10529.96,1146.04,0,466.42,1602.4,1034.94,1943.7,16723.46,2389.07,2022,9
CST0000563,SHP0000563,CAR010,RTE0012,Transshipment,18198.9,2610.59,0,585.66,1441.59,2134.43,1511.48,26482.65,4413.78,2023,8
CST0000564,SHP0000564,CAR001,RTE0015,Direct,15901.92,937.34,219.29,0.0,1175.07,559.9,111.99,18905.51,2363.19,2023,4
CST0000565,SHP0000565,CAR005,RTE0039,Direct,10692.0,873.18,0,0.0,510.54,430.86,1158.82,13665.4,1366.54,2022,7
CST0000566,SHP0000566,CAR008,RTE0029,Direct,10776.15,679.08,0,0.0,380.99,1138.36,225.41,13199.99,2640.0,2023,4
CST0000567,SHP0000567,CAR004,RTE0039,Direct,3510.99,220.53,0,0.0,850.99,937.32,290.97,5810.8,1936.93,2023,1
CST0000568,SHP0000568,CAR006,RTE0015,Direct,6757.95,821.24,0,0.0,1786.67,2114.72,1488.77,12969.35,4323.12,2024,7
CST0000569,SHP0000569,CAR010,RTE0047,Direct,3033.15,437.01,0,0.0,1713.97,941.41,1944.92,8070.46,8070.46,2022,5
CST0000570,SHP0000570,CAR010,RTE0043,Direct,10239.7,1400.62,0,0.0,1061.99,962.94,1210.87,14876.12,1487.61,2022,4
CST0000571,SHP0000571,CAR009,RTE0058,Transshipment,19425.92,1003.19,888.77,514.38,1074.97,1601.79,147.65,24656.67,3082.08,2023,1
CST0000572,SHP0000572,CAR003,RTE0027,Direct,5784.45,306.62,0,0.0,1491.09,2407.47,2727.51,12717.14,4239.05,2022,8
CST0000573,SHP0000573,CAR005,RTE0058,Transshipment,4700.79,793.17,0,603.59,684.19,1286.0,1495.9,9563.64,3187.88,2023,6
CST0000574,SHP0000574,CAR008,RTE0041,Direct,6080.73,932.05,1256.92,0.0,524.55,1538.7,422.7,10755.65,3585.22,2023,1
CST0000575,SHP0000575,CAR008,RTE0007,Direct,16215.28,981.36,0,0.0,1556.25,1979.98,2216.74,22949.61,2868.7,2024,6
CST0000576,SHP0000576,CAR006,RTE0007,Direct,6757.95,604.91,0,0.0,1289.91,682.77,1605.23,10940.77,3646.92,2023,2
CST0000577,SHP0000577,CAR001,RTE0037,Direct,14705.36,1382.25,900.06,0.0,1097.33,938.08,605.66,19628.74,2453.59,2023,1
CST0000578,SHP0000578,CAR007,RTE0007,Direct,2185.33,303.69,0,0.0,1101.85,1421.24,617.45,5629.56,5629.56,2022,8
CST0000579,SHP0000579,CAR001,RTE0039,Direct,15901.92,1675.04,0,0.0,442.05,1384.66,666.71,20070.38,2508.8,2022,3
CST0000580,SHP0000580,CAR005,RTE0042,Transshipment,10692.0,1818.46,0,453.13,245.47,1281.33,413.74,14904.13,1490.41,2022,4
CST0000581,SHP0000581,CAR007,RTE0050,Transshipment,15297.31,960.64,0,448.23,1060.09,1073.54,491.33,19331.14,2761.59,2022,2
CST0000582,SHP0000582,CAR005,RTE0027,Direct,9401.58,672.81,0,0.0,1869.73,2355.85,746.37,15046.34,2507.72,2022,9
CST0000583,SHP0000583,CAR010,RTE0018,Transshipment,30331.5,3018.03,0,253.99,903.77,1329.41,275.01,36111.71,3611.17,2024,5
CST0000584,SHP0000584,CAR004,RTE0029,Direct,10532.97,807.07,0,0.0,1423.96,493.37,891.02,14148.39,1572.04,2022,11
CST0000585,SHP0000585,CAR005,RTE0031,Direct,9622.8,1455.81,261.17,0.0,874.27,1097.91,138.58,13450.54,1494.5,2022,9
CST0000586,SHP0000586,CAR009,RTE0004,Transshipment,19425.92,2488.96,1105.68,222.52,1861.55,1007.22,308.02,26419.87,3302.48,2024,11
CST0000587,SHP0000587,CAR001,RTE0034,Transshipment,1838.17,151.71,0,338.53,1217.68,1901.52,976.76,6424.37,6424.37,2024,8
CST0000588,SHP0000588,CAR008,RTE0049,Direct,8620.92,1469.92,0,0.0,1602.94,924.58,313.13,12931.49,3232.87,2023,6
CST0000589,SHP0000589,CAR009,RTE0027,Direct,5537.46,666.53,0,0.0,1353.25,1384.22,1272.77,10214.23,3404.74,2022,1
CST0000590,SHP0000590,CAR008,RTE0039,Direct,15086.61,2407.55,864.98,0.0,1913.76,2404.55,430.54,23107.99,3301.14,2024,1
CST0000591,SHP0000591,CAR001,RTE0054,Transshipment,15901.92,2754.93,0,375.35,1068.6,455.66,1410.69,21967.15,2745.89,2023,1
CST0000592,SHP0000592,CAR004,RTE0035,Direct,9362.64,739.62,0,0.0,289.78,2305.63,492.73,13190.4,1648.8,2023,9
CST0000593,SHP0000593,CAR008,RTE0046,Transshipment,8620.92,1079.95,0,308.08,430.91,723.57,1642.13,12805.56,3201.39,2024,8
CST0000594,SHP0000594,CAR001,RTE0022,Transshipment,19877.4,2333.95,0,337.77,1003.43,1875.15,1527.98,26955.68,2695.57,2024,6
CST0000595,SHP0000595,CAR010,RTE0037,Direct,9215.73,940.58,0,0.0,802.4,1510.14,779.1,13247.95,1471.99,2024,9
CST0000596,SHP0000596,CAR007,RTE0058,Transshipment,13111.98,2002.3,984.25,882.84,1058.72,1069.12,453.0,19562.21,3260.37,2022,8
CST0000597,SHP0000597,CAR006,RTE0031,Direct,13515.9,1772.7,0,0.0,1762.85,587.43,1109.91,18748.79,3124.8,2023,4
CST0000598,SHP0000598,CAR007,RTE0025,Direct,8808.0,760.05,1185.79,0.0,840.7,2291.98,1487.03,15373.55,5124.52,2024,1
CST0000599,SHP0000599,CAR003,RTE0032,Transshipment,3856.3,460.79,0,479.17,1942.22,1468.21,541.88,8748.57,4374.28,2023,2
CST0000600,SHP0000600,CAR006,RTE0001,Direct,9249.48,1222.22,1436.35,0.0,931.49,956.79,1370.98,15167.31,1685.26,2024,1
CST0000601,SHP0000601,CAR009,RTE0007,Direct,2428.24,184.58,0,0.0,1965.93,1289.61,1467.38,7335.74,7335.74,2024,9
CST0000602,SHP0000602,CAR002,RTE0039,Direct,3285.66,513.67,1129.94,0.0,1274.03,1943.77,1138.69,9285.76,4642.88,2022,4
CST0000603,SHP0000603,CAR009,RTE0053,Direct,4856.48,819.78,0,0.0,1710.52,870.4,2007.59,10264.77,5132.39,2024,11
CST0000604,SHP0000604,CAR009,RTE0049,Direct,14569.44,2074.23,0,0.0,296.39,1732.08,1352.65,20024.79,3337.47,2022,7
CST0000605,SHP0000605,CAR001,RTE0049,Direct,5514.51,775.9,0,0.0,1681.94,1648.9,1350.95,10972.2,3657.4,2024,8
CST0000606,SHP0000606,CAR004,RTE0041,Direct,8192.31,935.46,0,0.0,509.13,1350.35,2485.77,13473.02,1924.72,2024,12
CST0000607,SHP0000607,CAR006,RTE0043,Direct,2055.44,287.43,0,0.0,1707.64,507.58,961.47,5519.56,2759.78,2024,6
CST0000608,SHP0000608,CAR001,RTE0027,Direct,18381.7,2178.14,0,0.0,1726.19,1138.28,988.19,24412.5,2441.25,2022,3
CST0000609,SHP0000609,CAR009,RTE0045,Direct,12141.2,695.89,0,0.0,843.06,1098.8,1453.29,16232.24,3246.45,2023,10
CST0000610,SHP0000610,CAR009,RTE0013,Direct,16997.68,1585.51,0,0.0,1826.85,2514.89,125.03,23049.96,3292.85,2024,6
CST0000611,SHP0000611,CAR003,RTE0048,Transshipment,27679.77,3534.74,0,415.48,422.59,1600.94,1197.56,34851.08,3872.34,2023,8
CST0000612,SHP0000612,CAR009,RTE0002,Transshipment,16997.68,2468.53,0,407.89,1839.4,2398.43,2364.98,26476.91,3782.42,2023,6
CST0000613,SHP0000613,CAR006,RTE0034,Transshipment,2055.44,131.05,104.61,360.07,1531.58,1171.21,2070.92,7424.88,3712.44,2022,4
CST0000614,SHP0000614,CAR010,RTE0015,Direct,18198.9,1067.91,1472.18,0.0,657.31,1632.53,1268.75,24297.58,4049.6,2024,12
CST0000615,SHP0000615,CAR004,RTE0033,Direct,7021.98,514.96,1228.35,0.0,1472.0,1395.7,780.26,12413.25,2068.88,2023,11
CST0000616,SHP0000616,CAR002,RTE0005,Direct,6571.32,923.32,0,0.0,670.02,997.16,1836.14,10997.96,2749.49,2024,5
CST0000617,SHP0000617,CAR009,RTE0035,Direct,14766.56,2126.87,0,0.0,368.87,1351.95,1901.55,20515.8,2564.47,2024,3
CST0000618,SHP0000618,CAR003,RTE0011,Direct,9226.59,1184.73,0,0.0,1046.53,1379.85,1648.71,14486.41,4828.8,2022,9
CST0000619,SHP0000619,CAR003,RTE0003,Direct,13497.05,1267.34,69.21,0.0,1452.37,1125.81,1639.46,19051.24,2721.61,2024,1
CST0000620,SHP0000620,CAR002,RTE0010,Transshipment,13142.64,1646.88,0,370.37,1846.4,386.7,2360.4,19753.39,2469.17,2023,9
CST0000621,SHP0000621,CAR005,RTE0059,Direct,1069.2,138.43,1053.93,0.0,1344.89,2708.5,189.23,6504.18,6504.18,2023,3
CST0000622,SHP0000622,CAR010,RTE0032,Transshipment,7167.79,1239.61,627.81,327.88,319.78,856.73,2264.28,12803.88,1829.13,2024,7
CST0000623,SHP0000623,CAR008,RTE0029,Direct,4310.46,479.15,679.23,0.0,444.95,1592.82,607.06,8113.67,4056.84,2024,7
CST0000624,SHP0000624,CAR009,RTE0021,Direct,4856.48,428.27,0,0.0,750.13,2056.23,1487.04,9578.15,4789.07,2024,6
CST0000625,SHP0000625,CAR009,RTE0019,Direct,9712.96,1413.69,141.09,0.0,1783.21,2566.61,1123.1,16740.66,4185.16,2022,9
CST0000626,SHP0000626,CAR004,RTE0033,Direct,13538.52,2101.44,0,0.0,532.69,933.66,1296.08,18402.39,2044.71,2024,9
CST0000627,SHP0000627,CAR010,RTE0046,Transshipment,6143.82,1027.45,0,340.5,1367.86,1137.01,794.43,10811.07,1801.85,2022,6
CST0000628,SHP0000628,CAR007,RTE0021,Direct,20552.0,1819.86,1308.92,0.0,1404.92,2104.01,1289.44,28479.15,4068.45,2024,4
CST0000629,SHP0000629,CAR003,RTE0019,Direct,9640.75,832.35,1130.91,0.0,1281.66,1485.89,1078.69,15450.25,3090.05,2023,6
CST0000630,SHP0000630,CAR001,RTE0002,Transshipment,13914.18,2313.62,0,767.82,1126.56,2074.9,2795.48,22992.56,3284.65,2024,3
CST0000631,SHP0000631,CAR004,RTE0003,Direct,10532.97,1097.0,0,0.0,1236.72,578.24,214.12,13659.05,1517.67,2023,4
CST0000632,SHP0000632,CAR002,RTE0027,Direct,2746.99,206.06,0,0.0,1815.06,1562.14,1133.69,7463.94,7463.94,2022,3
CST0000633,SHP0000633,CAR003,RTE0036,Transshipment,27679.77,4373.58,0,887.14,1982.21,2147.82,1266.1,38336.62,4259.62,2024,4
CST0000634,SHP0000634,CAR009,RTE0016,Transshipment,19425.92,2255.63,578.32,353.27,1823.27,2405.73,53.26,26895.4,3361.93,2024,7
CST0000635,SHP0000635,CAR005,RTE0031,Direct,9401.58,714.07,0,0.0,526.23,1860.35,945.44,13447.67,2241.28,2023,5
CST0000636,SHP0000636,CAR010,RTE0036,Transshipment,6066.3,331.1,362.79,567.56,886.89,1874.33,2540.85,12629.82,6314.91,2023,9
CST0000637,SHP0000637,CAR006,RTE0034,Transshipment,18021.2,1893.05,0,208.76,824.55,925.62,661.99,22535.17,2816.9,2023,12
CST0000638,SHP0000638,CAR006,RTE0039,Direct,8221.76,1018.91,0,0.0,1680.9,2412.58,612.32,13946.47,1743.31,2022,10
CST0000639,SHP0000639,CAR008,RTE0045,Direct,4310.46,594.78,1189.57,0.0,749.98,1057.2,1557.59,9459.58,4729.79,2024,3
CST0000640,SHP0000640,CAR007,RTE0054,Transshipment,2185.33,151.54,0,298.62,519.81,2310.64,1447.03,6912.97,6912.97,2024,1
CST0000641,SHP0000641,CAR001,RTE0015,Direct,7352.68,550.5,1011.82,0.0,614.13,942.95,1159.4,11631.48,2907.87,2023,7
CST0000642,SHP0000642,CAR006,RTE0032,Transshipment,4110.88,403.77,1106.37,283.44,1824.55,986.88,166.99,8882.88,2220.72,2023,7
CST0000643,SHP0000643,CAR008,RTE0034,Transshipment,21552.3,2295.44,1217.9,211.5,648.36,1817.45,1075.94,28818.89,2881.89,2023,2
CST0000644,SHP0000644,CAR005,RTE0009,Direct,7834.65,1023.43,0,0.0,237.48,1026.27,1064.71,11186.54,2237.31,2023,4
CST0000645,SHP0000645,CAR008,RTE0057,Direct,2155.23,341.11,0,0.0,1953.35,2601.92,703.59,7755.2,7755.2,2024,5
CST0000646,SHP0000646,CAR008,RTE0029,Direct,8107.64,1391.86,1483.04,0.0,1782.45,2787.14,1493.44,17045.57,4261.39,2024,11
